geoid,geoid2,name,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017
484230003001006,4.84E+14,"Block 1006, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001007,4.84E+14,"Block 1007, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001008,4.84E+14,"Block 1008, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001009,4.84E+14,"Block 1009, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001010,4.84E+14,"Block 1010, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001011,4.84E+14,"Block 1011, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001012,4.84E+14,"Block 1012, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001013,4.84E+14,"Block 1013, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001014,4.84E+14,"Block 1014, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001015,4.84E+14,"Block 1015, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001016,4.84E+14,"Block 1016, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001017,4.84E+14,"Block 1017, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001018,4.84E+14,"Block 1018, Block Group 1, Census Tract 3, Smith County, Texas",11,6,6,0,0,0,0,0,0,5,5,0,0,0,0,0,0
484230003001019,4.84E+14,"Block 1019, Block Group 1, Census Tract 3, Smith County, Texas",49,23,12,11,0,0,0,0,0,26,2,0,0,0,0,24,0
484230003001020,4.84E+14,"Block 1020, Block Group 1, Census Tract 3, Smith County, Texas",2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
484230003001021,4.84E+14,"Block 1021, Block Group 1, Census Tract 3, Smith County, Texas",55,13,9,2,1,0,0,0,1,42,19,2,0,0,0,18,3
484230003001022,4.84E+14,"Block 1022, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001023,4.84E+14,"Block 1023, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001024,4.84E+14,"Block 1024, Block Group 1, Census Tract 3, Smith County, Texas",4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0
484230003001025,4.84E+14,"Block 1025, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001026,4.84E+14,"Block 1026, Block Group 1, Census Tract 3, Smith County, Texas",69,21,19,2,0,0,0,0,0,48,31,0,0,0,0,17,0
484230003001027,4.84E+14,"Block 1027, Block Group 1, Census Tract 3, Smith County, Texas",60,23,6,12,0,0,0,4,1,37,12,4,0,0,0,21,0
484230003001028,4.84E+14,"Block 1028, Block Group 1, Census Tract 3, Smith County, Texas",83,23,11,9,0,0,0,0,3,60,15,0,0,0,0,45,0
484230003001029,4.84E+14,"Block 1029, Block Group 1, Census Tract 3, Smith County, Texas",101,9,6,3,0,0,0,0,0,92,19,0,0,0,0,69,4
484230003001030,4.84E+14,"Block 1030, Block Group 1, Census Tract 3, Smith County, Texas",102,44,26,18,0,0,0,0,0,58,22,0,0,0,0,35,1
484230003001031,4.84E+14,"Block 1031, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001032,4.84E+14,"Block 1032, Block Group 1, Census Tract 3, Smith County, Texas",197,68,32,35,0,0,0,0,1,129,44,0,0,0,0,77,8
484230003001033,4.84E+14,"Block 1033, Block Group 1, Census Tract 3, Smith County, Texas",55,11,5,6,0,0,0,0,0,44,26,0,0,0,0,12,6
484230003001034,4.84E+14,"Block 1034, Block Group 1, Census Tract 3, Smith County, Texas",76,27,11,16,0,0,0,0,0,49,24,0,0,0,0,25,0
484230003001035,4.84E+14,"Block 1035, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001036,4.84E+14,"Block 1036, Block Group 1, Census Tract 3, Smith County, Texas",67,15,4,10,1,0,0,0,0,52,39,0,0,0,0,12,1
484230003001037,4.84E+14,"Block 1037, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001038,4.84E+14,"Block 1038, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001039,4.84E+14,"Block 1039, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001040,4.84E+14,"Block 1040, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001041,4.84E+14,"Block 1041, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001042,4.84E+14,"Block 1042, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001043,4.84E+14,"Block 1043, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001044,4.84E+14,"Block 1044, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001045,4.84E+14,"Block 1045, Block Group 1, Census Tract 3, Smith County, Texas",122,68,9,53,1,0,0,0,5,54,23,0,1,0,0,30,0
484230003001046,4.84E+14,"Block 1046, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001047,4.84E+14,"Block 1047, Block Group 1, Census Tract 3, Smith County, Texas",57,20,1,18,1,0,0,0,0,37,5,0,8,0,0,24,0
484230003001048,4.84E+14,"Block 1048, Block Group 1, Census Tract 3, Smith County, Texas",6,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,5
484230003001049,4.84E+14,"Block 1049, Block Group 1, Census Tract 3, Smith County, Texas",40,8,6,2,0,0,0,0,0,32,29,0,0,0,0,3,0
484230003001050,4.84E+14,"Block 1050, Block Group 1, Census Tract 3, Smith County, Texas",11,0,0,0,0,0,0,0,0,11,1,0,0,0,0,8,2
484230003001051,4.84E+14,"Block 1051, Block Group 1, Census Tract 3, Smith County, Texas",26,4,4,0,0,0,0,0,0,22,5,0,0,0,0,14,3
484230003001052,4.84E+14,"Block 1052, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001053,4.84E+14,"Block 1053, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001054,4.84E+14,"Block 1054, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001055,4.84E+14,"Block 1055, Block Group 1, Census Tract 3, Smith County, Texas",30,17,3,14,0,0,0,0,0,13,5,0,1,0,0,4,3
484230003001056,4.84E+14,"Block 1056, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001057,4.84E+14,"Block 1057, Block Group 1, Census Tract 3, Smith County, Texas",33,29,6,23,0,0,0,0,0,4,4,0,0,0,0,0,0
484230003001058,4.84E+14,"Block 1058, Block Group 1, Census Tract 3, Smith County, Texas",48,11,9,2,0,0,0,0,0,37,11,0,0,0,0,23,3
484230003001059,4.84E+14,"Block 1059, Block Group 1, Census Tract 3, Smith County, Texas",52,25,2,23,0,0,0,0,0,27,7,0,0,0,0,20,0
484230003001060,4.84E+14,"Block 1060, Block Group 1, Census Tract 3, Smith County, Texas",30,7,3,4,0,0,0,0,0,23,6,2,0,0,0,15,0
484230003001061,4.84E+14,"Block 1061, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001062,4.84E+14,"Block 1062, Block Group 1, Census Tract 3, Smith County, Texas",4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
484230003001063,4.84E+14,"Block 1063, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001064,4.84E+14,"Block 1064, Block Group 1, Census Tract 3, Smith County, Texas",232,49,17,23,0,0,0,1,8,183,58,0,2,0,0,120,3
484230003001065,4.84E+14,"Block 1065, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001066,4.84E+14,"Block 1066, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001067,4.84E+14,"Block 1067, Block Group 1, Census Tract 3, Smith County, Texas",44,3,2,1,0,0,0,0,0,41,21,0,0,0,0,20,0
484230003001068,4.84E+14,"Block 1068, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001069,4.84E+14,"Block 1069, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001070,4.84E+14,"Block 1070, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001071,4.84E+14,"Block 1071, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001072,4.84E+14,"Block 1072, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001073,4.84E+14,"Block 1073, Block Group 1, Census Tract 3, Smith County, Texas",35,4,0,4,0,0,0,0,0,31,18,0,0,0,0,13,0
484230003001074,4.84E+14,"Block 1074, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001075,4.84E+14,"Block 1075, Block Group 1, Census Tract 3, Smith County, Texas",33,4,1,3,0,0,0,0,0,29,10,0,0,0,0,19,0
484230003001076,4.84E+14,"Block 1076, Block Group 1, Census Tract 3, Smith County, Texas",82,8,8,0,0,0,0,0,0,74,33,0,0,0,0,39,2
484230003001077,4.84E+14,"Block 1077, Block Group 1, Census Tract 3, Smith County, Texas",55,4,4,0,0,0,0,0,0,51,13,0,0,0,0,38,0
484230003001078,4.84E+14,"Block 1078, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001079,4.84E+14,"Block 1079, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001080,4.84E+14,"Block 1080, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001081,4.84E+14,"Block 1081, Block Group 1, Census Tract 3, Smith County, Texas",75,26,17,7,0,0,0,0,2,49,16,0,0,0,0,33,0
484230003001082,4.84E+14,"Block 1082, Block Group 1, Census Tract 3, Smith County, Texas",113,28,12,14,0,0,0,0,2,85,35,0,0,0,0,46,4
484230003001083,4.84E+14,"Block 1083, Block Group 1, Census Tract 3, Smith County, Texas",60,13,12,1,0,0,0,0,0,47,20,0,0,0,0,27,0
484230003001084,4.84E+14,"Block 1084, Block Group 1, Census Tract 3, Smith County, Texas",52,8,3,5,0,0,0,0,0,44,10,0,0,0,0,34,0
484230003001085,4.84E+14,"Block 1085, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001086,4.84E+14,"Block 1086, Block Group 1, Census Tract 3, Smith County, Texas",2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
484230003001087,4.84E+14,"Block 1087, Block Group 1, Census Tract 3, Smith County, Texas",41,14,14,0,0,0,0,0,0,27,18,0,0,0,0,9,0
484230003001088,4.84E+14,"Block 1088, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001089,4.84E+14,"Block 1089, Block Group 1, Census Tract 3, Smith County, Texas",56,38,7,28,3,0,0,0,0,18,6,0,0,0,0,12,0
484230003001090,4.84E+14,"Block 1090, Block Group 1, Census Tract 3, Smith County, Texas",26,8,8,0,0,0,0,0,0,18,6,0,0,0,0,12,0
484230003001091,4.84E+14,"Block 1091, Block Group 1, Census Tract 3, Smith County, Texas",52,19,13,6,0,0,0,0,0,33,19,0,0,0,0,13,1
484230003001092,4.84E+14,"Block 1092, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003001093,4.84E+14,"Block 1093, Block Group 1, Census Tract 3, Smith County, Texas",70,54,4,50,0,0,0,0,0,16,5,0,1,0,0,7,3
484230003001094,4.84E+14,"Block 1094, Block Group 1, Census Tract 3, Smith County, Texas",10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
484230003001095,4.84E+14,"Block 1095, Block Group 1, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003002000,4.84E+14,"Block 2000, Block Group 2, Census Tract 3, Smith County, Texas",32,4,0,0,0,0,0,0,4,28,16,0,0,0,0,12,0
484230003002001,4.84E+14,"Block 2001, Block Group 2, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003002002,4.84E+14,"Block 2002, Block Group 2, Census Tract 3, Smith County, Texas",58,13,3,10,0,0,0,0,0,45,18,2,0,0,0,25,0
484230003002003,4.84E+14,"Block 2003, Block Group 2, Census Tract 3, Smith County, Texas",63,12,0,12,0,0,0,0,0,51,23,0,0,0,0,28,0
484230003002004,4.84E+14,"Block 2004, Block Group 2, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003002005,4.84E+14,"Block 2005, Block Group 2, Census Tract 3, Smith County, Texas",74,8,6,2,0,0,0,0,0,66,9,0,0,0,0,49,8
484230003002006,4.84E+14,"Block 2006, Block Group 2, Census Tract 3, Smith County, Texas",46,11,11,0,0,0,0,0,0,35,27,0,0,0,0,8,0
484230003002007,4.84E+14,"Block 2007, Block Group 2, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003002008,4.84E+14,"Block 2008, Block Group 2, Census Tract 3, Smith County, Texas",48,0,0,0,0,0,0,0,0,48,8,0,2,0,0,35,3
484230003002009,4.84E+14,"Block 2009, Block Group 2, Census Tract 3, Smith County, Texas",22,7,2,5,0,0,0,0,0,15,12,0,0,0,0,3,0
484230003002010,4.84E+14,"Block 2010, Block Group 2, Census Tract 3, Smith County, Texas",57,5,1,1,1,0,0,0,2,52,18,0,0,0,0,32,2
484230003002011,4.84E+14,"Block 2011, Block Group 2, Census Tract 3, Smith County, Texas",57,8,2,6,0,0,0,0,0,49,24,0,0,0,0,25,0
484230003002012,4.84E+14,"Block 2012, Block Group 2, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003002013,4.84E+14,"Block 2013, Block Group 2, Census Tract 3, Smith County, Texas",54,4,0,4,0,0,0,0,0,50,9,0,0,0,0,41,0
484230003002014,4.84E+14,"Block 2014, Block Group 2, Census Tract 3, Smith County, Texas",72,1,1,0,0,0,0,0,0,71,28,0,4,0,0,34,5
484230003002015,4.84E+14,"Block 2015, Block Group 2, Census Tract 3, Smith County, Texas",101,3,1,2,0,0,0,0,0,98,27,0,0,0,0,68,3
484230003002016,4.84E+14,"Block 2016, Block Group 2, Census Tract 3, Smith County, Texas",72,15,1,14,0,0,0,0,0,57,22,0,2,0,0,33,0
484230003002017,4.84E+14,"Block 2017, Block Group 2, Census Tract 3, Smith County, Texas",98,15,4,11,0,0,0,0,0,83,16,0,0,0,0,67,0
484230003002018,4.84E+14,"Block 2018, Block Group 2, Census Tract 3, Smith County, Texas",27,4,3,0,0,1,0,0,0,23,5,0,0,0,0,18,0
484230003002019,4.84E+14,"Block 2019, Block Group 2, Census Tract 3, Smith County, Texas",30,0,0,0,0,0,0,0,0,30,14,0,0,0,1,15,0
484230003002020,4.84E+14,"Block 2020, Block Group 2, Census Tract 3, Smith County, Texas",40,7,7,0,0,0,0,0,0,33,4,0,0,0,0,28,1
484230003002021,4.84E+14,"Block 2021, Block Group 2, Census Tract 3, Smith County, Texas",36,0,0,0,0,0,0,0,0,36,9,0,0,0,0,27,0
484230003002022,4.84E+14,"Block 2022, Block Group 2, Census Tract 3, Smith County, Texas",64,1,1,0,0,0,0,0,0,63,20,6,12,0,0,25,0
484230003002023,4.84E+14,"Block 2023, Block Group 2, Census Tract 3, Smith County, Texas",16,2,0,2,0,0,0,0,0,14,0,0,0,0,0,14,0
484230003002024,4.84E+14,"Block 2024, Block Group 2, Census Tract 3, Smith County, Texas",277,213,185,27,0,0,0,0,1,64,22,0,0,0,0,40,2
484230003002025,4.84E+14,"Block 2025, Block Group 2, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003002026,4.84E+14,"Block 2026, Block Group 2, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003002027,4.84E+14,"Block 2027, Block Group 2, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003002028,4.84E+14,"Block 2028, Block Group 2, Census Tract 3, Smith County, Texas",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003002029,4.84E+14,"Block 2029, Block Group 2, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003002030,4.84E+14,"Block 2030, Block Group 2, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003002031,4.84E+14,"Block 2031, Block Group 2, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003002032,4.84E+14,"Block 2032, Block Group 2, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003002033,4.84E+14,"Block 2033, Block Group 2, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003002034,4.84E+14,"Block 2034, Block Group 2, Census Tract 3, Smith County, Texas",4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
484230003002035,4.84E+14,"Block 2035, Block Group 2, Census Tract 3, Smith County, Texas",34,6,2,4,0,0,0,0,0,28,6,9,0,0,0,13,0
484230003002036,4.84E+14,"Block 2036, Block Group 2, Census Tract 3, Smith County, Texas",5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0
484230003002037,4.84E+14,"Block 2037, Block Group 2, Census Tract 3, Smith County, Texas",36,6,3,3,0,0,0,0,0,30,12,0,0,0,0,18,0
484230003002038,4.84E+14,"Block 2038, Block Group 2, Census Tract 3, Smith County, Texas",24,0,0,0,0,0,0,0,0,24,7,0,0,0,0,17,0
484230003002039,4.84E+14,"Block 2039, Block Group 2, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003003000,4.84E+14,"Block 3000, Block Group 3, Census Tract 3, Smith County, Texas",10,8,0,8,0,0,0,0,0,2,2,0,0,0,0,0,0
484230003003001,4.84E+14,"Block 3001, Block Group 3, Census Tract 3, Smith County, Texas",12,7,2,5,0,0,0,0,0,5,0,0,0,0,0,5,0
484230003003002,4.84E+14,"Block 3002, Block Group 3, Census Tract 3, Smith County, Texas",9,5,3,2,0,0,0,0,0,4,0,0,0,0,0,0,4
484230003003003,4.84E+14,"Block 3003, Block Group 3, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003003004,4.84E+14,"Block 3004, Block Group 3, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003003005,4.84E+14,"Block 3005, Block Group 3, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003003006,4.84E+14,"Block 3006, Block Group 3, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003003007,4.84E+14,"Block 3007, Block Group 3, Census Tract 3, Smith County, Texas",3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
484230003003008,4.84E+14,"Block 3008, Block Group 3, Census Tract 3, Smith County, Texas",16,8,0,8,0,0,0,0,0,8,3,0,0,0,0,5,0
484230003003009,4.84E+14,"Block 3009, Block Group 3, Census Tract 3, Smith County, Texas",29,11,0,11,0,0,0,0,0,18,5,0,0,0,0,13,0
484230003003010,4.84E+14,"Block 3010, Block Group 3, Census Tract 3, Smith County, Texas",12,10,4,6,0,0,0,0,0,2,2,0,0,0,0,0,0
484230003003011,4.84E+14,"Block 3011, Block Group 3, Census Tract 3, Smith County, Texas",14,12,0,12,0,0,0,0,0,2,0,0,0,0,0,2,0
484230003003012,4.84E+14,"Block 3012, Block Group 3, Census Tract 3, Smith County, Texas",14,2,2,0,0,0,0,0,0,12,12,0,0,0,0,0,0
484230003003013,4.84E+14,"Block 3013, Block Group 3, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003003014,4.84E+14,"Block 3014, Block Group 3, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003003015,4.84E+14,"Block 3015, Block Group 3, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003003016,4.84E+14,"Block 3016, Block Group 3, Census Tract 3, Smith County, Texas",3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003003017,4.84E+14,"Block 3017, Block Group 3, Census Tract 3, Smith County, Texas",19,6,0,6,0,0,0,0,0,13,4,0,0,0,0,9,0
484230003003018,4.84E+14,"Block 3018, Block Group 3, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003003019,4.84E+14,"Block 3019, Block Group 3, Census Tract 3, Smith County, Texas",10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0
484230003003020,4.84E+14,"Block 3020, Block Group 3, Census Tract 3, Smith County, Texas",17,7,0,7,0,0,0,0,0,10,2,0,0,0,0,4,4
484230003003021,4.84E+14,"Block 3021, Block Group 3, Census Tract 3, Smith County, Texas",22,12,1,10,0,0,0,0,1,10,3,0,2,0,0,2,3
484230003003022,4.84E+14,"Block 3022, Block Group 3, Census Tract 3, Smith County, Texas",17,5,1,0,0,4,0,0,0,12,1,0,0,0,0,10,1
484230003003023,4.84E+14,"Block 3023, Block Group 3, Census Tract 3, Smith County, Texas",19,13,0,13,0,0,0,0,0,6,0,0,0,0,0,6,0
484230003003024,4.84E+14,"Block 3024, Block Group 3, Census Tract 3, Smith County, Texas",26,3,1,2,0,0,0,0,0,23,11,0,0,0,0,12,0
484230003003025,4.84E+14,"Block 3025, Block Group 3, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003003026,4.84E+14,"Block 3026, Block Group 3, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003003027,4.84E+14,"Block 3027, Block Group 3, Census Tract 3, Smith County, Texas",9,5,1,4,0,0,0,0,0,4,0,0,0,0,0,4,0
484230003003028,4.84E+14,"Block 3028, Block Group 3, Census Tract 3, Smith County, Texas",32,8,3,5,0,0,0,0,0,24,19,0,0,0,0,5,0
484230003003029,4.84E+14,"Block 3029, Block Group 3, Census Tract 3, Smith County, Texas",4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003003030,4.84E+14,"Block 3030, Block Group 3, Census Tract 3, Smith County, Texas",43,24,2,22,0,0,0,0,0,19,5,0,0,0,0,14,0
484230003003031,4.84E+14,"Block 3031, Block Group 3, Census Tract 3, Smith County, Texas",36,10,5,5,0,0,0,0,0,26,16,0,0,0,0,10,0
484230003003032,4.84E+14,"Block 3032, Block Group 3, Census Tract 3, Smith County, Texas",22,4,4,0,0,0,0,0,0,18,6,0,0,0,0,12,0
484230003003033,4.84E+14,"Block 3033, Block Group 3, Census Tract 3, Smith County, Texas",15,7,0,7,0,0,0,0,0,8,4,0,0,0,0,4,0
484230003003034,4.84E+14,"Block 3034, Block Group 3, Census Tract 3, Smith County, Texas",62,28,2,26,0,0,0,0,0,34,27,0,0,0,0,7,0
484230003003035,4.84E+14,"Block 3035, Block Group 3, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003003036,4.84E+14,"Block 3036, Block Group 3, Census Tract 3, Smith County, Texas",32,12,4,8,0,0,0,0,0,20,7,0,0,0,0,13,0
484230003003037,4.84E+14,"Block 3037, Block Group 3, Census Tract 3, Smith County, Texas",42,1,0,1,0,0,0,0,0,41,16,0,0,0,0,25,0
484230003003038,4.84E+14,"Block 3038, Block Group 3, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003003039,4.84E+14,"Block 3039, Block Group 3, Census Tract 3, Smith County, Texas",58,5,0,0,3,0,0,0,2,53,19,0,0,0,0,33,1
484230003003040,4.84E+14,"Block 3040, Block Group 3, Census Tract 3, Smith County, Texas",47,1,0,1,0,0,0,0,0,46,15,0,0,0,0,31,0
484230003003041,4.84E+14,"Block 3041, Block Group 3, Census Tract 3, Smith County, Texas",86,28,8,20,0,0,0,0,0,58,41,0,0,0,0,17,0
484230003003042,4.84E+14,"Block 3042, Block Group 3, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003003043,4.84E+14,"Block 3043, Block Group 3, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003003044,4.84E+14,"Block 3044, Block Group 3, Census Tract 3, Smith County, Texas",68,11,4,7,0,0,0,0,0,57,13,0,0,0,0,43,1
484230003003045,4.84E+14,"Block 3045, Block Group 3, Census Tract 3, Smith County, Texas",38,0,0,0,0,0,0,0,0,38,30,0,0,0,0,8,0
484230003003046,4.84E+14,"Block 3046, Block Group 3, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484230003003047,4.84E+14,"Block 3047, Block Group 3, Census Tract 3, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
