GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049
1000000US484230001001015,484230001001015,"Block 1015, Block Group 1, Census Tract 1, Smith County, Texas",109,56,6,3,5,2,4,2,0,6,3,3,6,2,4,1,2,0,2,1,1,2,0,0,1,53,5,1,7,2,0,2,1,1,6,1,6,3,4,4,3,0,0,1,1,3,1,0,1
1000000US484230001001016,484230001001016,"Block 1016, Block Group 1, Census Tract 1, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230001001017,484230001001017,"Block 1017, Block Group 1, Census Tract 1, Smith County, Texas",93,43,3,8,3,4,1,0,3,2,4,4,1,4,1,1,1,0,0,0,2,1,0,0,0,50,5,5,4,3,3,1,0,3,3,6,2,6,0,2,2,0,0,2,1,0,0,1,1
1000000US484230001001018,484230001001018,"Block 1018, Block Group 1, Census Tract 1, Smith County, Texas",186,90,11,10,14,3,2,1,0,6,7,4,6,2,7,8,2,0,2,0,2,2,0,0,1,96,16,8,5,6,4,1,0,2,9,5,10,5,5,9,1,0,2,0,1,3,2,2,0
1000000US484230001001019,484230001001019,"Block 1019, Block Group 1, Census Tract 1, Smith County, Texas",80,44,5,4,6,3,0,1,2,0,3,5,5,1,1,1,2,2,0,1,1,0,0,1,0,36,6,2,3,1,1,0,0,2,0,5,5,2,2,1,3,0,2,1,0,0,0,0,0
1000000US484230001001020,484230001001020,"Block 1020, Block Group 1, Census Tract 1, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230001001021,484230001001021,"Block 1021, Block Group 1, Census Tract 1, Smith County, Texas",118,53,2,2,3,2,0,1,0,2,2,4,3,3,8,7,4,0,2,1,3,0,1,1,2,65,1,4,11,1,1,1,0,0,0,6,2,5,4,6,5,1,2,1,3,3,2,4,2
1000000US484230001001022,484230001001022,"Block 1022, Block Group 1, Census Tract 1, Smith County, Texas",67,32,4,4,1,2,2,0,3,1,0,4,2,3,1,1,3,1,0,0,0,0,0,0,0,35,3,4,5,0,2,1,0,1,3,2,2,6,0,1,2,0,0,0,0,2,0,0,1
1000000US484230001001023,484230001001023,"Block 1023, Block Group 1, Census Tract 1, Smith County, Texas",112,51,10,2,2,0,2,3,1,4,1,4,1,3,1,4,2,1,2,0,0,3,1,3,1,61,5,4,7,2,1,0,0,3,5,4,4,3,2,3,5,2,1,0,1,2,2,4,1
1000000US484230001001024,484230001001024,"Block 1024, Block Group 1, Census Tract 1, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230001001025,484230001001025,"Block 1025, Block Group 1, Census Tract 1, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230001001026,484230001001026,"Block 1026, Block Group 1, Census Tract 1, Smith County, Texas",50,19,2,0,2,1,2,0,0,2,1,0,3,2,1,0,2,0,0,1,0,0,0,0,0,31,5,2,2,1,1,0,1,3,3,2,0,3,1,2,2,1,0,0,1,0,0,1,0
1000000US484230001001027,484230001001027,"Block 1027, Block Group 1, Census Tract 1, Smith County, Texas",54,27,2,2,3,5,2,0,1,0,1,1,1,2,2,0,2,2,0,0,0,1,0,0,0,27,1,1,2,0,0,2,1,1,3,0,5,1,0,3,2,1,0,0,1,0,1,2,0
