GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049
1000000US484230009003051,484230009003051,"Block 3051, Block Group 3, Census Tract 9, Smith County, Texas",28,15,1,1,0,1,1,1,0,3,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,13,1,1,1,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,2,0,0
1000000US484230009003052,484230009003052,"Block 3052, Block Group 3, Census Tract 9, Smith County, Texas",45,21,1,2,2,0,0,1,2,2,2,2,1,2,0,0,3,0,0,0,0,1,0,0,0,24,2,2,2,0,3,0,0,2,4,4,0,2,0,1,1,1,0,0,0,0,0,0,0
1000000US484230009003053,484230009003053,"Block 3053, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003054,484230009003054,"Block 3054, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003055,484230009003055,"Block 3055, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003056,484230009003056,"Block 3056, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003057,484230009003057,"Block 3057, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003058,484230009003058,"Block 3058, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003059,484230009003059,"Block 3059, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003060,484230009003060,"Block 3060, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003061,484230009003061,"Block 3061, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003062,484230009003062,"Block 3062, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003063,484230009003063,"Block 3063, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003064,484230009003064,"Block 3064, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003065,484230009003065,"Block 3065, Block Group 3, Census Tract 9, Smith County, Texas",98,57,0,0,0,0,38,10,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,26,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003066,484230009003066,"Block 3066, Block Group 3, Census Tract 9, Smith County, Texas",166,92,0,0,0,0,44,24,10,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,1,46,18,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003067,484230009003067,"Block 3067, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003068,484230009003068,"Block 3068, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003069,484230009003069,"Block 3069, Block Group 3, Census Tract 9, Smith County, Texas",440,245,2,3,0,1,156,43,23,10,3,0,0,1,1,0,0,0,0,0,1,0,0,1,0,195,2,2,1,2,127,37,9,7,1,0,0,0,2,0,0,0,0,0,2,1,1,0,1
1000000US484230009003070,484230009003070,"Block 3070, Block Group 3, Census Tract 9, Smith County, Texas",58,30,4,4,3,2,1,2,0,0,3,1,1,3,3,1,0,0,0,0,1,1,0,0,0,28,4,3,1,0,2,1,1,1,1,3,2,3,1,2,0,0,0,1,0,1,0,0,1
1000000US484230009003071,484230009003071,"Block 3071, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003072,484230009003072,"Block 3072, Block Group 3, Census Tract 9, Smith County, Texas",76,40,3,4,3,4,3,1,0,6,2,2,3,4,1,2,0,0,0,0,0,0,1,0,1,36,6,1,2,4,0,0,0,2,3,3,5,2,1,1,1,0,1,0,0,2,1,0,1
1000000US484230009003073,484230009003073,"Block 3073, Block Group 3, Census Tract 9, Smith County, Texas",27,11,0,0,1,0,0,0,1,1,1,2,1,1,0,1,1,0,0,0,0,0,0,1,0,16,1,0,2,2,1,1,0,0,2,0,1,1,0,0,2,0,1,0,0,0,1,1,0
1000000US484230009003074,484230009003074,"Block 3074, Block Group 3, Census Tract 9, Smith County, Texas",20,11,1,0,0,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,9,0,0,0,0,0,1,1,1,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0
1000000US484230009003075,484230009003075,"Block 3075, Block Group 3, Census Tract 9, Smith County, Texas",15,6,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,9,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0
1000000US484230009003076,484230009003076,"Block 3076, Block Group 3, Census Tract 9, Smith County, Texas",29,14,2,2,4,1,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,15,0,3,3,3,0,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0
1000000US484230009003077,484230009003077,"Block 3077, Block Group 3, Census Tract 9, Smith County, Texas",11,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,6,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1
1000000US484230009003078,484230009003078,"Block 3078, Block Group 3, Census Tract 9, Smith County, Texas",9,5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
1000000US484230009003079,484230009003079,"Block 3079, Block Group 3, Census Tract 9, Smith County, Texas",45,20,3,1,3,2,1,0,0,0,4,1,1,2,0,0,0,0,1,1,0,0,0,0,0,25,5,1,1,0,0,1,1,1,2,1,2,2,2,1,2,0,0,0,1,0,0,2,0
1000000US484230009003080,484230009003080,"Block 3080, Block Group 3, Census Tract 9, Smith County, Texas",30,18,3,3,0,4,1,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1
1000000US484230009003081,484230009003081,"Block 3081, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003082,484230009003082,"Block 3082, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003083,484230009003083,"Block 3083, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003084,484230009003084,"Block 3084, Block Group 3, Census Tract 9, Smith County, Texas",22,10,2,1,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,4,1,0,0,0,0,0,1,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0
1000000US484230009003085,484230009003085,"Block 3085, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003086,484230009003086,"Block 3086, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003087,484230009003087,"Block 3087, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003088,484230009003088,"Block 3088, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003089,484230009003089,"Block 3089, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003090,484230009003090,"Block 3090, Block Group 3, Census Tract 9, Smith County, Texas",6,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003091,484230009003091,"Block 3091, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003092,484230009003092,"Block 3092, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003093,484230009003093,"Block 3093, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003094,484230009003094,"Block 3094, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003095,484230009003095,"Block 3095, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003096,484230009003096,"Block 3096, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003097,484230009003097,"Block 3097, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003098,484230009003098,"Block 3098, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003099,484230009003099,"Block 3099, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230010001000,484230010001000,"Block 1000, Block Group 1, Census Tract 10, Smith County, Texas",9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1
1000000US484230010001001,484230010001001,"Block 1001, Block Group 1, Census Tract 10, Smith County, Texas",72,34,4,3,1,3,1,0,0,0,1,1,2,0,5,4,4,0,0,1,0,1,1,1,1,38,2,2,1,1,0,0,0,0,1,1,1,0,6,10,5,1,1,2,0,1,2,1,0
1000000US484230010001002,484230010001002,"Block 1002, Block Group 1, Census Tract 10, Smith County, Texas",36,16,0,0,0,0,1,1,0,0,0,2,0,0,2,3,0,0,3,0,2,1,0,1,0,20,0,3,1,1,0,0,1,1,0,1,1,1,2,2,1,1,3,0,0,1,0,0,0
1000000US484230010001003,484230010001003,"Block 1003, Block Group 1, Census Tract 10, Smith County, Texas",30,16,0,5,0,0,0,0,0,1,1,1,1,0,0,2,1,0,0,1,1,0,1,0,1,14,1,1,1,0,0,0,0,1,0,2,1,1,0,1,1,1,0,0,0,1,0,0,2
1000000US484230010001004,484230010001004,"Block 1004, Block Group 1, Census Tract 10, Smith County, Texas",64,24,1,3,3,1,0,0,0,1,4,1,1,2,2,3,2,0,0,0,0,0,0,0,0,40,10,0,3,3,1,0,1,1,2,0,5,2,2,6,3,0,0,0,0,0,0,0,1
1000000US484230010001005,484230010001005,"Block 1005, Block Group 1, Census Tract 10, Smith County, Texas",47,19,0,3,2,1,1,1,0,3,2,1,1,0,2,0,1,0,0,0,1,0,0,0,0,28,2,6,2,1,1,0,3,1,2,2,1,0,2,1,4,0,0,0,0,0,0,0,0
1000000US484230010001006,484230010001006,"Block 1006, Block Group 1, Census Tract 10, Smith County, Texas",32,15,2,0,0,0,0,1,0,2,0,2,3,0,1,0,1,0,1,1,0,0,1,0,0,17,3,1,0,2,0,0,0,1,1,1,0,1,0,4,0,1,1,0,0,0,0,0,1
1000000US484230010001007,484230010001007,"Block 1007, Block Group 1, Census Tract 10, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230010001008,484230010001008,"Block 1008, Block Group 1, Census Tract 10, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230010001009,484230010001009,"Block 1009, Block Group 1, Census Tract 10, Smith County, Texas",41,18,2,1,1,3,1,0,0,1,2,1,2,0,1,2,0,0,0,1,0,0,0,0,0,23,2,5,2,0,0,0,0,1,3,0,2,2,3,2,0,0,0,0,0,1,0,0,0
1000000US484230010001010,484230010001010,"Block 1010, Block Group 1, Census Tract 10, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230010001011,484230010001011,"Block 1011, Block Group 1, Census Tract 10, Smith County, Texas",50,25,5,2,2,0,0,2,0,2,1,1,2,1,2,3,1,0,1,0,0,0,0,0,0,25,2,1,2,1,1,0,1,1,2,1,1,2,3,3,0,1,1,0,1,0,0,1,0
1000000US484230010001012,484230010001012,"Block 1012, Block Group 1, Census Tract 10, Smith County, Texas",58,29,2,5,6,1,0,0,0,0,2,4,4,2,1,0,1,1,0,0,0,0,0,0,0,29,7,2,3,0,0,0,1,0,3,5,0,1,1,2,2,1,1,0,0,0,0,0,0
1000000US484230010001013,484230010001013,"Block 1013, Block Group 1, Census Tract 10, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230010001014,484230010001014,"Block 1014, Block Group 1, Census Tract 10, Smith County, Texas",6,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1000000US484230010001015,484230010001015,"Block 1015, Block Group 1, Census Tract 10, Smith County, Texas",36,15,1,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1,1,0,0,3,2,21,1,0,1,1,0,0,0,1,0,1,0,1,0,2,1,1,2,1,3,1,1,1,2
1000000US484230010001016,484230010001016,"Block 1016, Block Group 1, Census Tract 10, Smith County, Texas",47,20,0,0,3,0,0,0,1,0,0,0,1,1,1,3,6,0,0,1,0,0,1,1,1,27,0,3,1,2,0,0,0,0,0,2,0,1,3,5,5,0,0,1,1,0,2,1,0
1000000US484230010001017,484230010001017,"Block 1017, Block Group 1, Census Tract 10, Smith County, Texas",26,13,1,3,0,0,1,0,0,0,1,0,1,0,2,2,1,1,0,0,0,0,0,0,0,13,1,1,2,1,0,0,0,0,0,0,1,0,3,1,2,0,0,0,0,0,1,0,0
1000000US484230010001018,484230010001018,"Block 1018, Block Group 1, Census Tract 10, Smith County, Texas",20,10,1,0,0,0,1,0,0,0,0,1,1,0,1,0,2,1,0,0,0,1,1,0,0,10,0,0,3,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,2,0,0
1000000US484230010001019,484230010001019,"Block 1019, Block Group 1, Census Tract 10, Smith County, Texas",29,14,0,0,1,0,0,0,0,0,0,1,0,0,2,4,3,0,1,0,1,0,0,0,1,15,0,0,1,0,0,0,0,0,1,0,0,1,2,6,1,0,1,0,0,0,0,1,1
1000000US484230010001020,484230010001020,"Block 1020, Block Group 1, Census Tract 10, Smith County, Texas",45,21,2,2,2,1,0,0,0,1,0,1,1,2,1,3,1,0,1,1,2,0,0,0,0,24,3,0,2,2,2,0,0,0,0,1,1,1,4,1,0,1,2,2,0,0,1,1,0
1000000US484230010001021,484230010001021,"Block 1021, Block Group 1, Census Tract 10, Smith County, Texas",40,19,4,2,1,0,0,0,1,1,3,2,0,0,0,1,2,1,0,0,0,0,1,0,0,21,2,1,0,1,0,0,1,0,6,0,0,0,2,2,2,0,0,1,1,0,0,2,0
1000000US484230010001022,484230010001022,"Block 1022, Block Group 1, Census Tract 10, Smith County, Texas",25,12,0,0,1,0,0,0,0,1,0,2,0,1,1,0,0,1,0,1,0,1,1,1,1,13,0,1,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,1,1,1,2
1000000US484230010001023,484230010001023,"Block 1023, Block Group 1, Census Tract 10, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230010001024,484230010001024,"Block 1024, Block Group 1, Census Tract 10, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230010001025,484230010001025,"Block 1025, Block Group 1, Census Tract 10, Smith County, Texas",20,14,1,2,2,1,0,0,0,0,1,1,0,1,0,2,1,1,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1000000US484230010001026,484230010001026,"Block 1026, Block Group 1, Census Tract 10, Smith County, Texas",49,25,2,0,2,1,1,0,0,0,1,2,0,2,1,2,3,1,1,1,1,1,1,1,1,24,1,1,0,0,0,0,0,0,3,0,0,1,1,2,3,1,1,2,0,2,2,1,3
1000000US484230010001027,484230010001027,"Block 1027, Block Group 1, Census Tract 10, Smith County, Texas",32,11,0,0,1,1,0,1,0,0,0,0,0,1,1,3,0,0,0,1,0,0,1,1,0,21,0,1,1,0,0,0,0,1,1,0,0,1,3,1,2,0,2,1,0,3,1,1,2
1000000US484230010001028,484230010001028,"Block 1028, Block Group 1, Census Tract 10, Smith County, Texas",31,13,0,3,2,0,0,0,0,0,1,1,0,1,2,1,1,0,0,0,0,1,0,0,0,18,2,1,1,1,2,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,2,0,1
1000000US484230010001029,484230010001029,"Block 1029, Block Group 1, Census Tract 10, Smith County, Texas",32,15,2,2,1,0,0,0,0,0,1,0,1,0,2,2,1,0,0,0,0,1,1,1,0,17,0,1,1,1,2,0,0,1,0,0,0,4,1,1,1,0,0,0,2,1,1,0,0
1000000US484230010001030,484230010001030,"Block 1030, Block Group 1, Census Tract 10, Smith County, Texas",15,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,9,0,1,2,0,0,0,0,0,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0
1000000US484230010001031,484230010001031,"Block 1031, Block Group 1, Census Tract 10, Smith County, Texas",20,10,0,1,2,1,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,10,2,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1
1000000US484230010001032,484230010001032,"Block 1032, Block Group 1, Census Tract 10, Smith County, Texas",6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000US484230010001033,484230010001033,"Block 1033, Block Group 1, Census Tract 10, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230010002000,484230010002000,"Block 2000, Block Group 2, Census Tract 10, Smith County, Texas",40,17,1,2,3,1,1,0,1,0,1,2,0,2,0,1,0,1,0,1,0,0,0,0,0,23,3,0,1,2,1,0,0,1,3,2,2,2,2,0,3,0,0,0,1,0,0,0,0
1000000US484230010002001,484230010002001,"Block 2001, Block Group 2, Census Tract 10, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230010002002,484230010002002,"Block 2002, Block Group 2, Census Tract 10, Smith County, Texas",63,31,3,4,3,0,3,0,1,0,1,1,3,3,1,3,1,1,2,1,0,0,0,0,0,32,1,3,2,4,2,0,1,1,1,2,1,3,1,0,4,3,2,0,1,0,0,0,0
1000000US484230010002003,484230010002003,"Block 2003, Block Group 2, Census Tract 10, Smith County, Texas",25,15,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,0,3,2,0,2,1,1,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,2,0,0,0,1
1000000US484230010002004,484230010002004,"Block 2004, Block Group 2, Census Tract 10, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230010002005,484230010002005,"Block 2005, Block Group 2, Census Tract 10, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230010002006,484230010002006,"Block 2006, Block Group 2, Census Tract 10, Smith County, Texas",6,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1000000US484230010002007,484230010002007,"Block 2007, Block Group 2, Census Tract 10, Smith County, Texas",117,51,3,4,4,3,2,0,1,1,6,1,5,3,3,3,2,2,3,0,0,2,1,0,2,66,2,5,6,3,3,0,0,3,3,7,3,4,7,4,3,1,1,1,2,1,3,2,2
1000000US484230010002008,484230010002008,"Block 2008, Block Group 2, Census Tract 10, Smith County, Texas",44,21,3,1,0,1,1,1,0,1,6,1,0,1,1,2,1,0,1,0,0,0,0,0,0,23,2,2,1,0,0,0,0,2,4,2,1,2,1,3,1,0,1,0,0,0,1,0,0
1000000US484230010002009,484230010002009,"Block 2009, Block Group 2, Census Tract 10, Smith County, Texas",61,26,5,1,0,0,1,0,2,3,4,2,2,2,0,0,2,1,0,0,0,1,0,0,0,35,3,3,6,2,0,1,0,2,6,2,3,0,1,0,2,0,0,2,0,2,0,0,0
1000000US484230010002010,484230010002010,"Block 2010, Block Group 2, Census Tract 10, Smith County, Texas",56,25,1,5,0,0,0,0,0,1,4,3,0,2,2,0,3,0,1,0,0,2,1,0,0,31,0,1,2,2,0,1,1,4,4,1,3,2,2,0,3,0,0,1,1,2,1,0,0
1000000US484230010002011,484230010002011,"Block 2011, Block Group 2, Census Tract 10, Smith County, Texas",112,58,8,4,5,5,1,3,0,0,5,1,8,2,3,2,1,3,1,1,2,1,1,1,0,54,7,2,4,1,1,0,1,2,7,2,6,2,2,3,2,2,2,0,2,0,3,1,2
