"geoid","geoid2","name","D001","D002","D003","D004","D005","D006","D007","D008","D009","D010","D011","D012","D013","D014","D015","D016","D017"
"484230005002036","1000000US484230005002036","Block 2036, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002037","1000000US484230005002037","Block 2037, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002038","1000000US484230005002038","Block 2038, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002039","1000000US484230005002039","Block 2039, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002040","1000000US484230005002040","Block 2040, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002041","1000000US484230005002041","Block 2041, Block Group 2, Census Tract 5, Smith County, Texas",9,6,1,5,0,0,0,0,0,3,0,0,0,0,0,0,3
"484230005002042","1000000US484230005002042","Block 2042, Block Group 2, Census Tract 5, Smith County, Texas",29,7,0,7,0,0,0,0,0,22,0,0,0,0,0,22,0
"484230005002043","1000000US484230005002043","Block 2043, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002044","1000000US484230005002044","Block 2044, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002045","1000000US484230005002045","Block 2045, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002046","1000000US484230005002046","Block 2046, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002047","1000000US484230005002047","Block 2047, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002048","1000000US484230005002048","Block 2048, Block Group 2, Census Tract 5, Smith County, Texas",3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2
"484230005002049","1000000US484230005002049","Block 2049, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002050","1000000US484230005002050","Block 2050, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002051","1000000US484230005002051","Block 2051, Block Group 2, Census Tract 5, Smith County, Texas",19,9,9,0,0,0,0,0,0,10,7,0,0,0,0,2,1
"484230005002052","1000000US484230005002052","Block 2052, Block Group 2, Census Tract 5, Smith County, Texas",46,4,3,1,0,0,0,0,0,42,12,0,0,0,0,30,0
"484230005002053","1000000US484230005002053","Block 2053, Block Group 2, Census Tract 5, Smith County, Texas",12,8,5,3,0,0,0,0,0,4,0,0,0,0,0,4,0
"484230005002054","1000000US484230005002054","Block 2054, Block Group 2, Census Tract 5, Smith County, Texas",5,0,0,0,0,0,0,0,0,5,1,0,0,0,0,4,0
"484230005002055","1000000US484230005002055","Block 2055, Block Group 2, Census Tract 5, Smith County, Texas",13,7,6,1,0,0,0,0,0,6,5,0,0,0,0,1,0
"484230005002056","1000000US484230005002056","Block 2056, Block Group 2, Census Tract 5, Smith County, Texas",10,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002057","1000000US484230005002057","Block 2057, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002058","1000000US484230005002058","Block 2058, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002059","1000000US484230005002059","Block 2059, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002060","1000000US484230005002060","Block 2060, Block Group 2, Census Tract 5, Smith County, Texas",45,43,24,17,1,0,0,0,1,2,1,0,0,0,0,1,0
"484230005002061","1000000US484230005002061","Block 2061, Block Group 2, Census Tract 5, Smith County, Texas",10,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002062","1000000US484230005002062","Block 2062, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002063","1000000US484230005002063","Block 2063, Block Group 2, Census Tract 5, Smith County, Texas",5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0
"484230005002064","1000000US484230005002064","Block 2064, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002065","1000000US484230005002065","Block 2065, Block Group 2, Census Tract 5, Smith County, Texas",33,5,0,5,0,0,0,0,0,28,10,0,0,0,0,18,0
"484230005002066","1000000US484230005002066","Block 2066, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002067","1000000US484230005002067","Block 2067, Block Group 2, Census Tract 5, Smith County, Texas",7,2,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0
"484230005002068","1000000US484230005002068","Block 2068, Block Group 2, Census Tract 5, Smith County, Texas",13,13,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"484230005002069","1000000US484230005002069","Block 2069, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002070","1000000US484230005002070","Block 2070, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002071","1000000US484230005002071","Block 2071, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002072","1000000US484230005002072","Block 2072, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002073","1000000US484230005002073","Block 2073, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002074","1000000US484230005002074","Block 2074, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002075","1000000US484230005002075","Block 2075, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002076","1000000US484230005002076","Block 2076, Block Group 2, Census Tract 5, Smith County, Texas",9,7,7,0,0,0,0,0,0,2,2,0,0,0,0,0,0
"484230005002077","1000000US484230005002077","Block 2077, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002078","1000000US484230005002078","Block 2078, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002079","1000000US484230005002079","Block 2079, Block Group 2, Census Tract 5, Smith County, Texas",31,26,17,9,0,0,0,0,0,5,3,0,0,0,0,0,2
"484230005002080","1000000US484230005002080","Block 2080, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002081","1000000US484230005002081","Block 2081, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002082","1000000US484230005002082","Block 2082, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002083","1000000US484230005002083","Block 2083, Block Group 2, Census Tract 5, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230005002084","1000000US484230005002084","Block 2084, Block Group 2, Census Tract 5, Smith County, Texas",260,238,122,116,0,0,0,0,0,22,18,0,0,0,0,4,0
"484230006001002","1000000US484230006001002","Block 1002, Block Group 1, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006001003","1000000US484230006001003","Block 1003, Block Group 1, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006001004","1000000US484230006001004","Block 1004, Block Group 1, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006001005","1000000US484230006001005","Block 1005, Block Group 1, Census Tract 6, Smith County, Texas",71,23,10,13,0,0,0,0,0,48,13,0,0,0,0,33,2
"484230006001006","1000000US484230006001006","Block 1006, Block Group 1, Census Tract 6, Smith County, Texas",32,17,4,13,0,0,0,0,0,15,6,0,3,0,0,6,0
"484230006001007","1000000US484230006001007","Block 1007, Block Group 1, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006001008","1000000US484230006001008","Block 1008, Block Group 1, Census Tract 6, Smith County, Texas",8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006001009","1000000US484230006001009","Block 1009, Block Group 1, Census Tract 6, Smith County, Texas",33,12,2,10,0,0,0,0,0,21,2,0,4,0,0,15,0
"484230006001010","1000000US484230006001010","Block 1010, Block Group 1, Census Tract 6, Smith County, Texas",19,9,3,6,0,0,0,0,0,10,1,0,0,0,0,9,0
"484230006001011","1000000US484230006001011","Block 1011, Block Group 1, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006001012","1000000US484230006001012","Block 1012, Block Group 1, Census Tract 6, Smith County, Texas",14,14,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006001013","1000000US484230006001013","Block 1013, Block Group 1, Census Tract 6, Smith County, Texas",28,21,17,4,0,0,0,0,0,7,0,0,0,0,0,4,3
"484230006001014","1000000US484230006001014","Block 1014, Block Group 1, Census Tract 6, Smith County, Texas",9,7,7,0,0,0,0,0,0,2,0,0,0,0,0,2,0
"484230006001015","1000000US484230006001015","Block 1015, Block Group 1, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006001016","1000000US484230006001016","Block 1016, Block Group 1, Census Tract 6, Smith County, Texas",71,56,19,29,0,8,0,0,0,15,9,1,0,0,0,5,0
"484230006001017","1000000US484230006001017","Block 1017, Block Group 1, Census Tract 6, Smith County, Texas",36,7,5,2,0,0,0,0,0,29,10,0,0,0,0,19,0
"484230006001018","1000000US484230006001018","Block 1018, Block Group 1, Census Tract 6, Smith County, Texas",30,15,10,5,0,0,0,0,0,15,11,0,0,0,0,2,2
"484230006001019","1000000US484230006001019","Block 1019, Block Group 1, Census Tract 6, Smith County, Texas",13,3,3,0,0,0,0,0,0,10,7,0,0,0,0,0,3
"484230006001020","1000000US484230006001020","Block 1020, Block Group 1, Census Tract 6, Smith County, Texas",21,1,0,1,0,0,0,0,0,20,14,0,0,0,0,6,0
"484230006001021","1000000US484230006001021","Block 1021, Block Group 1, Census Tract 6, Smith County, Texas",31,16,1,15,0,0,0,0,0,15,5,0,0,0,0,10,0
"484230006001022","1000000US484230006001022","Block 1022, Block Group 1, Census Tract 6, Smith County, Texas",24,3,3,0,0,0,0,0,0,21,13,0,3,0,0,5,0
"484230006001023","1000000US484230006001023","Block 1023, Block Group 1, Census Tract 6, Smith County, Texas",16,5,0,5,0,0,0,0,0,11,11,0,0,0,0,0,0
"484230006001024","1000000US484230006001024","Block 1024, Block Group 1, Census Tract 6, Smith County, Texas",5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006001025","1000000US484230006001025","Block 1025, Block Group 1, Census Tract 6, Smith County, Texas",6,3,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0
"484230006001026","1000000US484230006001026","Block 1026, Block Group 1, Census Tract 6, Smith County, Texas",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006001027","1000000US484230006001027","Block 1027, Block Group 1, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006001028","1000000US484230006001028","Block 1028, Block Group 1, Census Tract 6, Smith County, Texas",8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,1
"484230006001029","1000000US484230006001029","Block 1029, Block Group 1, Census Tract 6, Smith County, Texas",70,9,5,4,0,0,0,0,0,61,17,0,0,0,0,43,1
"484230006001030","1000000US484230006001030","Block 1030, Block Group 1, Census Tract 6, Smith County, Texas",67,21,7,14,0,0,0,0,0,46,14,0,0,0,0,32,0
"484230006001031","1000000US484230006001031","Block 1031, Block Group 1, Census Tract 6, Smith County, Texas",34,9,9,0,0,0,0,0,0,25,12,0,0,0,0,13,0
"484230006001032","1000000US484230006001032","Block 1032, Block Group 1, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006001033","1000000US484230006001033","Block 1033, Block Group 1, Census Tract 6, Smith County, Texas",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"484230006001034","1000000US484230006001034","Block 1034, Block Group 1, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006001035","1000000US484230006001035","Block 1035, Block Group 1, Census Tract 6, Smith County, Texas",40,4,4,0,0,0,0,0,0,36,12,0,0,0,0,24,0
"484230006001036","1000000US484230006001036","Block 1036, Block Group 1, Census Tract 6, Smith County, Texas",22,7,7,0,0,0,0,0,0,15,5,0,0,0,0,10,0
"484230006001037","1000000US484230006001037","Block 1037, Block Group 1, Census Tract 6, Smith County, Texas",10,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006001038","1000000US484230006001038","Block 1038, Block Group 1, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006001039","1000000US484230006001039","Block 1039, Block Group 1, Census Tract 6, Smith County, Texas",69,8,8,0,0,0,0,0,0,61,30,0,0,0,0,26,5
"484230006001040","1000000US484230006001040","Block 1040, Block Group 1, Census Tract 6, Smith County, Texas",22,3,2,0,0,0,0,0,1,19,13,0,0,0,0,6,0
"484230006001041","1000000US484230006001041","Block 1041, Block Group 1, Census Tract 6, Smith County, Texas",51,9,2,7,0,0,0,0,0,42,27,2,0,0,0,13,0
"484230006002000","1000000US484230006002000","Block 2000, Block Group 2, Census Tract 6, Smith County, Texas",22,7,0,7,0,0,0,0,0,15,0,0,0,0,0,12,3
"484230006002001","1000000US484230006002001","Block 2001, Block Group 2, Census Tract 6, Smith County, Texas",24,4,0,4,0,0,0,0,0,20,3,0,0,0,0,13,4
"484230006002002","1000000US484230006002002","Block 2002, Block Group 2, Census Tract 6, Smith County, Texas",31,16,0,15,0,0,0,0,1,15,1,0,0,0,0,0,14
"484230006002003","1000000US484230006002003","Block 2003, Block Group 2, Census Tract 6, Smith County, Texas",10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002004","1000000US484230006002004","Block 2004, Block Group 2, Census Tract 6, Smith County, Texas",6,5,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0
"484230006002005","1000000US484230006002005","Block 2005, Block Group 2, Census Tract 6, Smith County, Texas",13,0,0,0,0,0,0,0,0,13,8,0,0,0,0,5,0
"484230006002006","1000000US484230006002006","Block 2006, Block Group 2, Census Tract 6, Smith County, Texas",5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002007","1000000US484230006002007","Block 2007, Block Group 2, Census Tract 6, Smith County, Texas",22,13,4,8,0,0,0,0,1,9,4,0,0,0,0,5,0
"484230006002008","1000000US484230006002008","Block 2008, Block Group 2, Census Tract 6, Smith County, Texas",32,4,2,1,0,0,0,0,1,28,10,0,0,0,0,18,0
"484230006002009","1000000US484230006002009","Block 2009, Block Group 2, Census Tract 6, Smith County, Texas",28,18,3,15,0,0,0,0,0,10,0,0,0,0,0,10,0
"484230006002010","1000000US484230006002010","Block 2010, Block Group 2, Census Tract 6, Smith County, Texas",33,9,0,9,0,0,0,0,0,24,11,0,0,0,0,13,0
"484230006002011","1000000US484230006002011","Block 2011, Block Group 2, Census Tract 6, Smith County, Texas",19,2,2,0,0,0,0,0,0,17,0,0,0,0,0,17,0
"484230006002012","1000000US484230006002012","Block 2012, Block Group 2, Census Tract 6, Smith County, Texas",70,15,4,11,0,0,0,0,0,55,20,0,1,0,0,30,4
"484230006002013","1000000US484230006002013","Block 2013, Block Group 2, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002014","1000000US484230006002014","Block 2014, Block Group 2, Census Tract 6, Smith County, Texas",14,9,0,9,0,0,0,0,0,5,0,0,0,0,0,5,0
"484230006002015","1000000US484230006002015","Block 2015, Block Group 2, Census Tract 6, Smith County, Texas",25,7,2,5,0,0,0,0,0,18,8,0,0,0,0,10,0
"484230006002016","1000000US484230006002016","Block 2016, Block Group 2, Census Tract 6, Smith County, Texas",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002017","1000000US484230006002017","Block 2017, Block Group 2, Census Tract 6, Smith County, Texas",36,11,0,11,0,0,0,0,0,25,4,0,0,0,0,21,0
"484230006002018","1000000US484230006002018","Block 2018, Block Group 2, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002019","1000000US484230006002019","Block 2019, Block Group 2, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002020","1000000US484230006002020","Block 2020, Block Group 2, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002021","1000000US484230006002021","Block 2021, Block Group 2, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002022","1000000US484230006002022","Block 2022, Block Group 2, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002023","1000000US484230006002023","Block 2023, Block Group 2, Census Tract 6, Smith County, Texas",23,1,0,1,0,0,0,0,0,22,0,0,0,0,0,22,0
"484230006002024","1000000US484230006002024","Block 2024, Block Group 2, Census Tract 6, Smith County, Texas",8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002025","1000000US484230006002025","Block 2025, Block Group 2, Census Tract 6, Smith County, Texas",6,3,0,1,0,0,0,0,2,3,3,0,0,0,0,0,0
"484230006002026","1000000US484230006002026","Block 2026, Block Group 2, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002027","1000000US484230006002027","Block 2027, Block Group 2, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002028","1000000US484230006002028","Block 2028, Block Group 2, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002029","1000000US484230006002029","Block 2029, Block Group 2, Census Tract 6, Smith County, Texas",20,2,2,0,0,0,0,0,0,18,7,0,0,0,0,11,0
"484230006002030","1000000US484230006002030","Block 2030, Block Group 2, Census Tract 6, Smith County, Texas",41,10,2,8,0,0,0,0,0,31,9,0,0,0,0,22,0
"484230006002031","1000000US484230006002031","Block 2031, Block Group 2, Census Tract 6, Smith County, Texas",61,4,0,4,0,0,0,0,0,57,13,0,0,0,0,44,0
"484230006002032","1000000US484230006002032","Block 2032, Block Group 2, Census Tract 6, Smith County, Texas",40,0,0,0,0,0,0,0,0,40,24,0,0,0,0,16,0
"484230006002033","1000000US484230006002033","Block 2033, Block Group 2, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002034","1000000US484230006002034","Block 2034, Block Group 2, Census Tract 6, Smith County, Texas",19,1,1,0,0,0,0,0,0,18,0,0,0,0,0,18,0
"484230006002035","1000000US484230006002035","Block 2035, Block Group 2, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002036","1000000US484230006002036","Block 2036, Block Group 2, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002037","1000000US484230006002037","Block 2037, Block Group 2, Census Tract 6, Smith County, Texas",15,9,2,7,0,0,0,0,0,6,1,0,0,0,0,5,0
"484230006002038","1000000US484230006002038","Block 2038, Block Group 2, Census Tract 6, Smith County, Texas",9,0,0,0,0,0,0,0,0,9,2,0,0,0,0,6,1
"484230006002039","1000000US484230006002039","Block 2039, Block Group 2, Census Tract 6, Smith County, Texas",28,3,0,2,0,0,0,0,1,25,7,0,0,0,0,17,1
"484230006002040","1000000US484230006002040","Block 2040, Block Group 2, Census Tract 6, Smith County, Texas",50,11,11,0,0,0,0,0,0,39,21,0,0,0,0,10,8
"484230006002041","1000000US484230006002041","Block 2041, Block Group 2, Census Tract 6, Smith County, Texas",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002042","1000000US484230006002042","Block 2042, Block Group 2, Census Tract 6, Smith County, Texas",32,0,0,0,0,0,0,0,0,32,16,0,0,0,0,16,0
"484230006002043","1000000US484230006002043","Block 2043, Block Group 2, Census Tract 6, Smith County, Texas",77,4,3,1,0,0,0,0,0,73,46,0,0,0,0,27,0
"484230006002044","1000000US484230006002044","Block 2044, Block Group 2, Census Tract 6, Smith County, Texas",39,1,1,0,0,0,0,0,0,38,12,0,0,0,0,26,0
"484230006002045","1000000US484230006002045","Block 2045, Block Group 2, Census Tract 6, Smith County, Texas",39,0,0,0,0,0,0,0,0,39,15,0,0,0,0,24,0
"484230006002046","1000000US484230006002046","Block 2046, Block Group 2, Census Tract 6, Smith County, Texas",18,3,2,1,0,0,0,0,0,15,1,0,0,0,0,14,0
"484230006002047","1000000US484230006002047","Block 2047, Block Group 2, Census Tract 6, Smith County, Texas",18,5,4,0,0,0,0,0,1,13,5,0,0,0,0,8,0
"484230006002048","1000000US484230006002048","Block 2048, Block Group 2, Census Tract 6, Smith County, Texas",37,1,1,0,0,0,0,0,0,36,9,1,0,0,0,25,1
"484230006002049","1000000US484230006002049","Block 2049, Block Group 2, Census Tract 6, Smith County, Texas",41,10,9,1,0,0,0,0,0,31,15,2,0,0,0,14,0
"484230006002050","1000000US484230006002050","Block 2050, Block Group 2, Census Tract 6, Smith County, Texas",49,14,8,6,0,0,0,0,0,35,21,0,0,0,0,14,0
"484230006002051","1000000US484230006002051","Block 2051, Block Group 2, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002052","1000000US484230006002052","Block 2052, Block Group 2, Census Tract 6, Smith County, Texas",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002053","1000000US484230006002053","Block 2053, Block Group 2, Census Tract 6, Smith County, Texas",4,1,0,1,0,0,0,0,0,3,2,0,0,0,0,0,1
"484230006002054","1000000US484230006002054","Block 2054, Block Group 2, Census Tract 6, Smith County, Texas",4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2
"484230006002055","1000000US484230006002055","Block 2055, Block Group 2, Census Tract 6, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230006002056","1000000US484230006002056","Block 2056, Block Group 2, Census Tract 6, Smith County, Texas",38,17,1,16,0,0,0,0,0,21,13,0,0,0,0,2,6
"484230006002057","1000000US484230006002057","Block 2057, Block Group 2, Census Tract 6, Smith County, Texas",34,5,0,5,0,0,0,0,0,29,0,0,0,0,0,29,0
"484230006002058","1000000US484230006002058","Block 2058, Block Group 2, Census Tract 6, Smith County, Texas",28,0,0,0,0,0,0,0,0,28,14,0,0,0,0,14,0
"484230006002059","1000000US484230006002059","Block 2059, Block Group 2, Census Tract 6, Smith County, Texas",27,5,4,0,0,0,0,0,1,22,11,1,5,0,0,2,3
"484230007001000","1000000US484230007001000","Block 1000, Block Group 1, Census Tract 7, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230007001001","1000000US484230007001001","Block 1001, Block Group 1, Census Tract 7, Smith County, Texas",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"484230007001002","1000000US484230007001002","Block 1002, Block Group 1, Census Tract 7, Smith County, Texas",4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"484230007001003","1000000US484230007001003","Block 1003, Block Group 1, Census Tract 7, Smith County, Texas",59,44,12,28,0,0,0,0,4,15,7,0,0,0,0,7,1
"484230007001004","1000000US484230007001004","Block 1004, Block Group 1, Census Tract 7, Smith County, Texas",16,4,1,3,0,0,0,0,0,12,9,0,0,0,0,3,0
"484230007001005","1000000US484230007001005","Block 1005, Block Group 1, Census Tract 7, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230007001006","1000000US484230007001006","Block 1006, Block Group 1, Census Tract 7, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230007001007","1000000US484230007001007","Block 1007, Block Group 1, Census Tract 7, Smith County, Texas",4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
"484230007001008","1000000US484230007001008","Block 1008, Block Group 1, Census Tract 7, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230007001009","1000000US484230007001009","Block 1009, Block Group 1, Census Tract 7, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230007001010","1000000US484230007001010","Block 1010, Block Group 1, Census Tract 7, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230007001011","1000000US484230007001011","Block 1011, Block Group 1, Census Tract 7, Smith County, Texas",45,32,20,8,0,0,0,0,4,13,3,0,0,0,0,10,0
"484230007001012","1000000US484230007001012","Block 1012, Block Group 1, Census Tract 7, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230007001013","1000000US484230007001013","Block 1013, Block Group 1, Census Tract 7, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230007001014","1000000US484230007001014","Block 1014, Block Group 1, Census Tract 7, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230007001015","1000000US484230007001015","Block 1015, Block Group 1, Census Tract 7, Smith County, Texas",36,25,0,25,0,0,0,0,0,11,10,0,0,0,0,1,0
"484230007001016","1000000US484230007001016","Block 1016, Block Group 1, Census Tract 7, Smith County, Texas",4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0
"484230007001017","1000000US484230007001017","Block 1017, Block Group 1, Census Tract 7, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230007001018","1000000US484230007001018","Block 1018, Block Group 1, Census Tract 7, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230007001019","1000000US484230007001019","Block 1019, Block Group 1, Census Tract 7, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230007001020","1000000US484230007001020","Block 1020, Block Group 1, Census Tract 7, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484230007001021","1000000US484230007001021","Block 1021, Block Group 1, Census Tract 7, Smith County, Texas",23,17,4,13,0,0,0,0,0,6,6,0,0,0,0,0,0
"484230007001022","1000000US484230007001022","Block 1022, Block Group 1, Census Tract 7, Smith County, Texas",17,9,2,7,0,0,0,0,0,8,7,0,0,0,0,1,0
